Symbol,marketcap,country,sector,industry,description
MTH,4873108480,United States,Consumer Cyclical,Residential Construction,"Meritage Homes Corporation, together with its subsidiaries, designs and builds single-family attached and detached homes in the United States. The company operates through two segments: Homebuilding and Financial Services. It acquires and develops land; and constructs, markets, and sells homes for entry-level and first move-up buyers in Arizona, California, Colorado, Utah, Texas, Alabama, Florida, Georgia, Mississippi, North Carolina, South Carolina, and Tennessee. The company also provides title and escrow, mortgage, insurance, title insurance, and closing/settlement services to its homebuyers. Meritage Homes Corporation was founded in 1985 and is based in Scottsdale, Arizona."
EPR,4860531712,United States,Real Estate,REIT - Specialty,"EPR Properties is the leading diversified experiential net lease real estate investment trust, specializing in select enduring experiential properties in the real estate industry. We focus on real estate venues that create value by facilitating out of home leisure and recreation experiences where consumers choose to spend their discretionary time and money. We have total assets of approximately 5.7 billion US dollars (after accumulated depreciation of approximately 1.8 billion US dollars) across 42 states and Canada. We adhere to rigorous underwriting and investing criteria centered on key industry, property and tenant level cash flow standards. We believe our focused approach provides a competitive advantage and the potential for stable and attractive returns. EPR Properties was established on August 22, 1997 and is based in Kansas City, United States."
002252.SZ,4856876052,China,Healthcare,Biotechnology,"Shanghai RAAS Blood Products Co., Ltd., together with its subsidiaries, produces and sells blood products in China and internationally. The company offers ALBURAAS, which is albumin prepared from human plasma; GAMARAAS, a human immunoglobulin product for intravenous injections; HEMORAAS, a human coagulation factor VIII product; PROTHORAAS, a human prothrombin complex; FIBRORAAS, a human fibrinogen; FIBINGLURAAS, a fibrin sealant for humans; and THROMBIRAAS, a human thrombin product. It also provides specific immune, human tetanus immunoglobulin, human rabies immunoglobulin, human immunoglobulin, hepatitis B human immunoglobulin, and other blood products. The company exports its products. Shanghai RAAS Blood Products Co., Ltd. was founded in 1988 and is headquartered in Shanghai, China."
CNX,4851267072,United States,Energy,Oil & Gas E&P,"CNX Resources Corporation, an independent natural gas and midstream company, engages in the acquisition, exploration, development, and production of natural gas properties in the Appalachian Basin. The company operates in two segments, Shale and Coalbed Methane (CBM). It produces and sells pipeline quality natural gas primarily for gas wholesalers. The company owns rights to extract natural gas from shale formations in Pennsylvania, West Virginia, and Ohio, as well as rights to extract natural gas from other Shale and shallow oil and gas formations primarily in Illinois, Indiana, New York, Ohio, Pennsylvania, Virginia, and West Virginia. In addition, the company designs, builds, and operates natural gas gathering systems to move natural gas from the wellhead to interstate pipelines or other local sales points; owns or operates approximately 2,600 miles of natural gas gathering pipelines as well as various natural gas processing facilities. Further, it offers turn-key solutions for water sourcing, delivery and disposal for its natural gas operations and supplies solutions for water sourcing as well as delivery and disposal for third parties. The company was formerly known as CONSOL Energy Inc. and changed its name to CNX Resources Corporation in November 2017. CNX Resources Corporation was founded in 1860 and is based in Canonsburg, Pennsylvania."
IRDM,4850866176,United States,Communication Services,Telecom Services,"Iridium Communications Inc. provides mobile voice and data communications services and products to businesses, the United States and foreign governments, non-governmental organizations, and consumers in the United States, Canada, and internationally. The company offers mobile satellite communications services for land mobile end users and aviation sectors; broadband terminals, embedded devices, and handsets for merchant shipping, fishing, leisure and research vessels, and specialized watercraft; satellite-based IoT services; hosted payload and other data services; and other data services and engineering services. It also provides postpaid mobile voice and data satellite communications; prepaid mobile voice satellite communications; push-to-talk; broadband data; Internet of Things (IoT); and satellite time and location services. In addition, the company offers personnel tracking devices; asset tracking devices for equipment, vehicles, and aircrafts; beyond-line-of-sight aircraft communications applications; maritime communications applications; specialized communications solutions for high-value individuals; and mobile communications and data devices for the military and other government agencies, such as secure satellite handsets; and maintenance services for the U.S. government's dedicated gateway. Further, it provides satellite handsets, voice and data modems, broadband data devices, and IoT data devices; and various accessories for its devices that include batteries, holsters, earbud headphones, portable auxiliary antennas, antenna adaptors, USB data cables, and charging units. The company sells its products and services to commercial end users through a wholesale distribution network that includes service providers, and value-added resellers and value-added manufacturers. The company was formerly known as Iridium Holdings LLC and changed its name to Iridium Communications Inc. in September 2009. Iridium Communications Inc. is headquartered in McLean, Virginia."
002939.SZ,4846230075,China,Financial Services,Capital Markets,"China Great Wall Securities Co.,Ltd. engages in the securities brokerage business in China. It operates through five segments: Wealth Management Business, Investment Banking Operations, Asset Management Business, Securities Investment and Trading Business, and Others. The company offers wealth management services, such as securities brokerage, financial product sales, futures brokerage, margin trading, repurchase agreements and stock-pledged repurchase, investment consulting, and other services. It also provides investment banking services, including equity financing, debt financing, and financial advisory services; asset management services; investment and trading of fixed-income securities, stocks, financial derivatives, etc. The company was founded in 1995 and is based in Shenzhen, China."
QLYS,4841634304,United States,Technology,Software - Infrastructure,"Qualys, Inc. provides cloud-based platform delivering information technology (IT), security, and compliance solutions in the United States and internationally. The company provides Qualys Cloud Apps, which include cybersecurity asset management; enterprise TruRisk management; vulnerability management, detection, and response; total application security; patch management; custom assessment and remediation; multi-vector endpoint detection and response; policy audit; and file integrity monitoring. It offers TotalCloud, a cloud-native application protection platform, which include cloud workload protection, cloud detection and response, cloud security posture management, infrastructure as code, SaaS security posture management, cloud infrastructure and entitlement management, and Kubernetes and container security. In addition, the company markets and sells IT, security, and compliance solutions; offers Qualys' Enterprise TruRisk platform that enables customers to identify and manage IT and operational technology assets; collect and analyze IT security data; discover and prioritize vulnerabilities; quantify cyber risk exposure; recommend and implement remediation actions; and verify the implementation of such actions. Further, it offers asset tagging and management; reporting and dashboards; questionnaires and collaboration; remediation and workflow; big data correlation and analytics engine; and alerts and notifications. The company offers its solutions to enterprises, government entities, and small and medium-sized businesses in various industries, including education, financial services, government, healthcare, insurance, manufacturing, media, retail, technology, and utilities through its sales teams, as well as through security consulting organizations, managed service providers, resellers, cloud providers, and consulting firms. Qualys, Inc. was incorporated in 1999 and is headquartered in Foster City, California."
RDNT,4841509888,United States,Healthcare,Diagnostics & Research,"RadNet, Inc., together with its subsidiaries, provides outpatient diagnostic imaging services in the United States and internationally. The company operates in two segments, Imaging Centers and Digital Health. Its services include magnetic resonance imaging, computed tomography, positron emission tomography, nuclear medicine, mammography, ultrasound, diagnostic radiology, fluoroscopy, and other related procedures, as well as multi-modality imaging services. The company also develops and sells computerized systems that distribute, display, store, and retrieve digital images; picture archiving communications systems and related services; and develops and deploys AI suites to enhance radiologist interpretations of breast, lung, and prostate images, as well as solutions for prostate cancer screening. In addition, it develops and delivers AI-powered health informatics solutions to drive quality, efficiency, and outcomes in imaging and radiology; informatics designed for outpatient radiology; and DeepHealth OS, a cloud-native operating system that helps in the operations of the radiology service. RadNet, Inc. was founded in 1981 and is headquartered in Los Angeles, California."
HINDCOPPER.NS,4839025977,India,Basic Materials,Copper,"Hindustan Copper Limited engages in the exploration, exploitation, and mining of copper and copper ores in India. It offers continuous cast copper rods, copper cathodes, copper concentrates, copper sulfate, sulphuric acid, reverts, anode slime, and nickel cathodes. The company's flagship project is the Malanjkhand Copper project located in Madhya Pradesh. It also involved in the beneficiation, smelting, and refining of minerals. The company also exports its products. Hindustan Copper Limited was incorporated in 1967 and is based in Kolkata, India."
ENPH,4836995072,United States,Technology,Solar,"Enphase Energy, Inc., together with its subsidiaries, designs, develops, manufactures, and sells home energy solutions for the solar photovoltaic industry in the United States and internationally. The company offers semiconductor-based microinverter that converts energy at the individual solar module level and combines with its proprietary networking and software technologies to provide energy monitoring and control. It also provides microinverter units and related accessories; IQ Battery and related accessories; IQ PowerPack 1500 and related accessories; IQ Combiner, IQ Gateway, and IQ Energy Router; cloud-based monitoring service; and electric vehicle charging solutions, as well as design, proposal, permitting, installation and solar appointment generation services, and Enphase Care services. The company sells its solutions to solar distributors; and directly to large installers, original equipment manufacturers, strategic partners, and homeowners, as well as through its legacy product upgrade program or online store. Enphase Energy, Inc. was incorporated in 2006 and is headquartered in Fremont, California."
5929.T,4827400171,Japan,Industrials,Building Products & Equipment,"Sanwa Holdings Corporation, through its subsidiaries, manufactures and sells construction materials for commercial and residential buildings in Japan, North America, Europe, and Asia. The company offers residential lightweight shutters, condominium doors, window shutters, and exterior products; and garage door, operators, and hinge doors. It also provides non-residential heavy-duty shutter, steel doors, partitions, stainless steel products, overhead doors, automatic doors, truck/trailer doors, industrial doors, and dock levelers. In addition, the company engages in the installation, maintenance, and service activities. Sanwa Holdings Corporation was incorporated in 1948 and is headquartered in Tokyo, Japan."
2267.T,4822740059,Japan,Consumer Defensive,Beverages - Non-Alcoholic,"Yakult Honsha Co.,Ltd. manufactures and sells food and beverage products in Japan, the Americas, Asia, Oceania, and Europe. The company operates through Food and Beverages (Japan), Food and Beverages (The Americas), Food and Beverages (Asia and Oceania), Food and Beverages (Europe), and Others segments. It offers fermented milk drinks, energy drinks and fermented fruit beverage, plant-derived ingredients, juices, noodles, etc. through its home delivery and retail store channels. The company also provides pharmaceutical products; offers cosmetics; and operates the Tokyo Yakult Swallows, a professional baseball team. The company was founded in 1935 and is headquartered in Tokyo, Japan."
KEI.NS,4820031452,India,Industrials,Electrical Equipment & Parts,"KEI Industries Limited manufactures, markets, and sells wires and cables in India and internationally. It operates in three segments: Cable & Wires; Engineering, Procurement and Construction; and Stainless Steel Wire. The company offers extra-high voltage, high tension, and low-tension power cables; control and instrumentation cables; specialty, single-core, and multi-core flexible cables; elastomeric/rubber and solar cables; fire survival/resistant cables; flat, EV charging, ESP, and medium voltage covered conductor cables; conflame green + wires; communication and thermocouple cables; and submersible marine and offshore cables, as well as stainless steel, winding, and house wires. It also provides engineering, procurement, and construction solutions in the areas of gas-insulated GIS, and air-insulated substations AIS; overhead and underground power transmission and distribution systems; and railway electrification/substation on a turnkey basis, as well as project management services. The company exports its products to approximately 60 countries. It serves the power, refinery, railway, automobile, cement, steel, fertilizer, textile, real estate, infrastructure, oil and gas, defense, chemical, metal, IT, pharma, manufacturing, renewables energy, non-metal, data center, consumer durable, government, public, private, and other sectors through dealers and distributors. The company was founded in 1968 and is headquartered in New Delhi, India."
FCN,4816716800,United States,Industrials,Consulting Services,"FTI Consulting, Inc. provides business advisory services to manage change, mitigate risk, and resolve disputes worldwide. The company operates through Corporate Finance; Forensic and Litigation Consulting; Economic Consulting; and Technology, and Strategic Communications segments. The Corporate Finance segment provides transactions, transformation and turnaround, and restructuring services. The Forensic and Litigation Consulting segment offers construction, projects and assets and environmental solutions, data and analytics, dispute advisory services, healthcare risk management and advisory, and risk and investigations, which include cybersecurity and financial services-related offerings. The Economic Consulting segment provides antitrust and competition economics, financial economics, and international arbitration services. The Technology segment offers blockchain and digital assets, information governance, privacy and security, investigations, litigation, M&A, and antitrust and competition services. The Strategic Communications segment provides corporate reputation, financial communications, and public affairs services. It serves aerospace and defense, airlines and aviation, blockchain and digital assets, chemicals, construction and environmental solutions, energy, financial services, food and agribusiness, healthcare and life sciences, hospitality, gaming and leisure, automotive and industrial, insurance, mining, power and products, renewable and energy transition, professional services, public sector and government contracts, real estate, retail and consumer products, telecom, media and technology, and transportation and logistics sectors. The company was incorporated in 1982 and is headquartered in Washington, the District of Columbia."
WSC,4796358656,United States,Industrials,Rental & Leasing Services,"WillScot Holdings Corporation provides turnkey temporary space solutions in the United States, Canada, and Mexico. The company leases, sells, delivers, and installs modular space solutions and portable storage products. It offers modular space solutions, such as modular office complexes, mobile offices, classrooms, blast-resistant modules, clearspan structures, and sanitation solutions; and portable storage solutions, including portable storage and climate-controlled containers and trailers. The company also provides workstations, furniture, appliances, media packages, power and solar solutions, telematics, connectivity and data solutions, security and protection products, entrance packages, electrical and lighting products, organization and space optimization assets, perimeter solutions, and other items. The company serves customers in the construction and infrastructure, commercial and industrial, and energy and natural resources markets, as well as governments and institutions. The company was formerly known as WillScot Mobile Mini Holdings Corp. and changed its name to WillScot Holdings Corporation in July 2024. The company was founded in 1944 and is headquartered in Scottsdale, Arizona."
FOUR,4792932864,United States,Technology,Software - Infrastructure,"Shift4 Payments, Inc. engages in the provision of software and payment processing solutions in the United States and internationally. The company offers a payments platform, which provides omnichannel card acceptance; and processing solutions across multiple payment types, including credit, debit, contactless card, Europay, MasterCard and Visa, QR Pay, and mobile wallets, as well as alternative payment methods, such as Apple Pay, Google Pay, Alipay, and WeChat Pay. It also provides technology solutions, such as SkyTab POS, which provides purpose-built POS workstations; SkyTab Mobile, which provides pay-at-the-table, order-at-the-table, delivery, customer feedback, and email marketing solutions; SkyTab Venue, which provides mobile ordering, countertop POS, self-service kiosk, and digital wallet solutions; Lighthouse, a cloud-based suite of business intelligence tools that includes customer engagement, social media management, online reputation management, scheduling and product pricing, extensive reporting, and analytics; The Giving Block, a cryptocurrency donation marketplace; Shift4Shop, an e-commerce platform that creates a web store and tools to manage product catalog, order fulfillment and inventory management, search engine optimization, and secure hosting; and Marketplace, which enables integrations into third-party applications, as well as loyalty and inventory management. In addition, the company offers merchant operations and support services, including underwriting, onboarding, and activation; training; risk management; and support services. Further, it provides software partner operations and support services, including software integrations and compliance management; partner support; and partner services. The company distributes its products through independent software vendors, internal sales and support networks, enterprises, and value-added resellers. Shift4 Payments, Inc. was founded in 1999 and is headquartered in Center Valley, Pennsylvania."
5444.T,4792681158,Japan,Basic Materials,Steel,"Yamato Kogyo Co., Ltd., through its subsidiaries, engages in the manufacture and sale of steel products in Japan and internationally. The company offers H-beam, channel, I-beam, equal angle, sheet pile, patterned H-beams, rolled steel for shipbuilding, cast steel products, structural components for ships, and heavy-duty machining. It also provides trackwork materials, such as turnouts, expansion joints, NEW crossings, glued insulated joint rails, anti-derailing guards, tie plates, and bolts. In addition, it offers jumbo H-beams, Z sheet piles, and rebars. Further, it is involved in the transportation and medical waste treatment, as well as produces counterweight products and storage tanks. The company was incorporated in 1944 and is headquartered in Himeji, Japan."
NNI,4792161280,United States,Financial Services,Credit Services,"Nelnet, Inc. engages in loan servicing, education technology services, and payment businesses worldwide. The company operates through four segments: Loan Servicing and Systems, Education Technology Services and Payments, Asset Generation and Management, and Nelnet Bank. The Loan Servicing and Systems segment provides loan conversion, application processing, borrower updates, customer, payment processing, due diligence procedures, funds management reconciliation, and claim processing services. This segment also offers student loan servicing software; and business process outsourcing services primarily in contact center management, such as inbound calls, outreach campaigns and sales, and interacting with customers through multi-channels, and processing and administrative services. The Education Technology Services and Payments segment provides financial management services; school information system software; a donation platform; education technology solutions; and customized professional development and coaching, and advanced learning and educational instruction services. This segment also offers tuition payment plans, and service and technology for student billings, payments, and refunds; solutions for in-person, online, and mobile payment experiences on campus; payment processing services, such as credit card and electronic transfer; learning management system; an integrated commerce payment platform; and a school management platform that provides administrative, information and financial management, and communication functions for K-12 schools. The Asset Generation and Management segment invest, allocates an manages loan assts. The Nelnet Bank segment operates as an internet industrial bank. It also offers investment advisory, investment, and reinsurance services, as well as engages in the real estate investment; and solar engineering, procurement, and construction businesses. The company was founded in 1977 and is headquartered in Lincoln, Nebraska."
5406.T,4790421709,Japan,Basic Materials,Steel,"Kobe Steel, Ltd. engages in the materials, machinery, and electric power businesses worldwide. The company offers steel sheet products, including high-tensile strength, hot and cold rolled, electro-galvanized, and hot-dipped galvanized steel sheets; steel wire rods and bars; and aluminum and steel plates. It also provides steel casting and forging products, such as crankshafts, marine parts, chemical processing equipment, and rolls; materials for plastic molding; and titanium products, copper sheets and strips, and steel powders. In addition, the company offers robots and electric power sources, and welding materials; and machinery products, including standard compressors, tire and rubber machinery products, rotating machinery products, plastic processing machinery products, advanced technology equipment, rolling mill products, and ultra-high-pressure equipment, as well as LNG vaporizers, pressure vessels, brazed aluminum heat exchangers, and micro channel heat exchangers and reactors. Further, it provides signaling, communication, power supply, automatic fare collection, and platform screen door systems; hydraulic and mini hydraulic excavators, mini wheel loaders, and road machinery; construction, metal, forestry, and industrial waste recycling machinery; and crawler and wheel cranes. Additionally, the company generates and supplies electric power; offers material and structural analysis, testing, physical analysis, and other services; manufactures and sells target materials and test equipment; sells and rents detached homes; and provides brokerage, renovation, insurance, and other services, as well as operational management services of public facilities. It also provides services in the field of iron units; and water treatment, waste incineration, PCB detoxification, and soil remediation services. The company was founded in 1905 and is headquartered in Kobe, Japan."
INDV,4790240768,United States,Healthcare,Drug Manufacturers - Specialty & Generic,"Indivior Pharmaceuticals, Inc., together with its subsidiaries, engages in the development, manufacture, and sale of buprenorphine-based prescription drugs for the treatment of opioid dependence and related disorders in the United States, Europe, Canada, Australia, and internationally. It develops medicines to treat substance use disorders. The company's core marketed products include SUBLOCADE buprenorphine extended-release monthly injections; and SUBOXONE Film, a buprenorphine and naloxone sublingual film. It also manufactures SUBOXONE Tablet, a buprenorphine and naloxone sublingual tablet; and SUBUTEX Tablet, a buprenorphine sublingual tablet for the treatment of opioid use disorder (OUD). In addition, the company is developing INDV-2000, a selective orexin-1 receptor antagonist that is in Phase 2 clinical trial for the treatment of moderate to severe OUD; and INDV-6001, a buprenorphine-based long-acting injectable for the treatment of OUD in collaboration with Alar Pharmaceuticals Inc. The company was formerly known as Indivior PLC. and changed its name to Indivior Pharmaceuticals, Inc. in January 2026. Indivior Pharmaceuticals, Inc. was incorporated in 2014 and is headquartered in North Chesterfield, Virginia."
SFBS,4789728256,United States,Financial Services,Banks - Regional,"ServisFirst Bancshares, Inc. operates as the bank holding company for ServisFirst Bank that provides banking services to individual and corporate customers in the United States. It offers deposit services, including checking, money market, savings, and individual retirement arrangements (IRA) accounts, as well as certificates of deposit. The company also provides real estate loans that consist of commercial real estate loans, 1-4 family residential real estate loans, and construction and development loans; consumer loans, such as home equity loans, vehicle financing, loans secured by deposits, and secured and unsecured personal loans; and commercial loans comprising seasonal, bridge, and term loans, as well as commercial lines of credit. In addition, it offers other banking services, such as 24-hour telephone banking, direct deposit, Internet banking, mobile banking, traveler's checks, safe deposit boxes, attorney trust accounts, and automatic account transfers, as well as automated teller machines and debit and credit card systems. Further, the company provides treasury and cash management services; direct deposit, wire transfer, night depository, banking-by-mail and remote capture services for non-cash items; and correspondent banking services to other financial institutions. Additionally, it holds and manages participations in residential mortgages and commercial real estate loans originated by ServisFirst Bank in Alabama, Florida, Georgia, and Tennessee. ServisFirst Bancshares, Inc. was founded in 2005 and is headquartered in Birmingham, Alabama."
4183.T,4789475205,Japan,Basic Materials,Specialty Chemicals,"Mitsui Chemicals, Inc. manufacture and sell goods or services in life & healthcare solutions, mobility solutions, ICT solutions, and basic & green materials worldwide. The company offers vision care materials, nonwoven fabrics and personal care materials, agrochemicals, and oral care materials; and elastomers, performance and polypropylene compounds, and other materials. It also provides semiconductor solutions, such as electronic component processing materials, optical materials, and lithium-ion battery materials; food packaging materials; imaging solutions, such as lens materials, materials for reflective films, and LCD and OLED sealing materials; battery material solutions; and converting solutions, including heat sealants, barrier coating materials, and packaging adhesives. In addition, the company offers petrochemicals, which comprise ethylene, propylene, high- and low-density polyethylene; basic chemicals, such as phenol, bisphenol, acetone, isopropyl alcohol, methyl isobutyl ketone, purified terephthalic acid, PET resin, ethylene oxide and glycol, hydroquinone, meta/para-cresol, ammonia, urea, and melamine; and polyurethane raw materials. Further, it provides life care solutions, such as ophthalmic lens materials, photochromic lens materials, coating materials, nonwovens, shape holding, breathable films, filtration devise, acrylamide, methacrylamide, and synthetic pulp; agrochemical products, including insecticides, fungicides, herbicides, non-crop specialty chemicals, pet medication ingredients; and medical solutions, restoratives, adhesives, artificial teeth, denture materials, impression, digital equipment/materials, medical materials, genetic testing, and contract genetic analysis services. It sells its products in Japan, China, Asia, the Americas, Europe, and internationally. Mitsui Chemicals, Inc. was founded in 1892 and is headquartered in Tokyo, Japan."
000786.SZ,4784532855,China,Industrials,Building Products & Equipment,"Beijing New Building Materials Public Limited Company, together with its subsidiaries, manufactures and sells building materials in China. It operates through Light Building Material, Water-Proof Building Material, and Coatings and Building Material divisions. The company offers gypsum board products, such as fire-resistant, water-resistant, formaldehyde-removal, anti-cracking and anti-sagging, perforated, and phase-change gypsum boards; multifunctional, mineral wool, and fiber cement boards; light steel and T-grid studs; internal and exterior paintings; joint compound gypsum, binders, leveling putty, putty powder, and self-leveling gypsum; insulating materials, such as rock wool board and felt, and granulated wool; waterproof materials; flooring products, including commercial heterogeneous vinyl sheets, special and sports flooring, vinyl planks, homogeneous vinyl flooring, and ninyl composition tiles; and ceiling and partition accessories, as well as special tools, keels, and architectural and industrial coatings. It also provides interior wall systems, such as ordinary partition, fire- and water-resistant, sound absorption, CH stud shaft, and veneer wall systems; standard, functional, and decorative ceiling systems; and exterior wall systems. In addition, the company engages in the manufacturing and sale of mortar, architectural hardware, and paint; import and export of building materials; wastewater treatment; environmental protection technology consulting; waterproofing construction; and new material technology promotion services. Its products are used in public buildings, home decorations, renovation, subway tunnels, and industrial buildings. Beijing New Building Materials Public Limited Company was founded in 1979 and is based in Beijing, China."
IBOC,4774897664,United States,Financial Services,Banks - Regional,"International Bancshares Corporation, a multibank financial holding company, engages in the provision of commercial and retail banking services in Texas and the State of Oklahoma. The company accepts checking and saving deposits; and offers commercial, real estate, personal, home improvement, automobile, and other installment and term loans. It also provides international banking services, including letters of credit, commercial and industrial loans, and foreign exchange services. In addition, it offers other banking related services, such as credit cards, safety deposit boxes, collections, escrow, drive up and walk up facilities, and other customary banking services; and internet and mobile banking services, as well as securities products through third party providers. The company offers its banking services through ATM network and retail locations in shopping malls and other places. International Bancshares Corporation was founded in 1966 and is headquartered in Laredo, Texas."
ZETA,4768297984,United States,Technology,Software - Infrastructure,"Zeta Global Holdings Corp. operates an omnichannel data-driven cloud platform that provides enterprises with consumer intelligence and marketing automation software in the United States and internationally. The company operates Zeta Marketing platform, a single platform designed to enable enterprises to acquire, grow, and retain consumer relationships more efficiently and effectively than alternative solutions. It also provides Zeta Messaging, an email service provider, offering end-to-end AI-powered omnichannel messaging capabilities, as well as integrated data management, enterprise-scale delivery and support, and sophisticated omnichannel orchestration. In addition, the company offers Zeta Consumer Data platform (CDP+), a system of record for all consumer information, delivers a single, actionable view of customers and prospects that include real-time identifiers and signals, as well as other key attributes; and Zeta's DSP helps customers to maximize the power of paid media to engage the right audiences with precision and efficiency, as well as delivers experiences via desktop, inbox, mobile, CTV and social, and others. Further, it operates Athena by Zeta, an interface to Zeta's AI-native infrastructure layer and intends to power all intelligent decisioning, automation, and user interaction; and Zeta Answers that synthesize trillions of behavioral signals into intent-based scores tied to a unique individual. The company has a strategic partnership with Palantir Technologies Inc. for the development of enterprise AI infrastructure layer that connects operational intelligence, customer intelligence, and marketing execution. The company was incorporated in 2007 and is headquartered in New York, New York."
XMTR,4768269824,United States,Industrials,Industrial Distribution,"Xometry, Inc. operates an artificial intelligence (AI) powered online manufacturing marketplace in the United States and internationally. The company's marketplace uses AI to assist buyers to source custom-manufactured parts and assemblies and attain instant pricing and lead times. It operates Xometry marketplace, an AI powered online marketplace that connects buyers with suppliers of manufacturing services; Xometry instant quoting engine, which prices transactions based on volume, manufacturing process, material, and location; and Thomasnet, an industrial sourcing platform that features an online directory of industrial suppliers, products, and services, as well as digital marketing services and insights to manufacturers and industrial services providers. The company also provides cloud-based systems, such as Workcenter, a financial service product that facilitates payments and a cloud-based manufacturing execution system; and Teamspace, a cloud-based solution within the Xometry platform that enables customers to collaborate with other users on projects and custom part orders. In addition, it offers computer numerical control (CNC) machining, injection molding, 3D printing, sheet forming and cutting, die casting, urethane casting, tube cutting, and tube bending, as well as finishing, rapid prototyping, and production services. It serves the aerospace, industrial, medical devices, automotive, consumer goods, defense, government, energy, education, and robotics industries. The company was formerly known as NextLine Manufacturing Corp. and changed its name to Xometry, Inc. in June 2015. Xometry, Inc. was incorporated in 2013 and is headquartered in North Bethesda, Maryland."
2501.T,4749812049,Japan,Consumer Defensive,Beverages - Brewers,"Sapporo Breweries Limited engages in alcoholic beverages, foods and beverages, restaurants, and real estate businesses in Japan and internationally. The company operates through Alcoholic Beverages; and Food and Beverages segments. It manufactures, sale, and markets beer, wine, other alcoholic beverages, and other food products; spices, herbs, and dehydrated vegetables; ice cream and soup. The company is involved in operating restaurants, factories, and vending machines business; instore merchandising; provision of consigned freight forwarding, cargo handling and warehousing, and packaging and distribution processing. It sells its products under the POKKA, GINZA LION and YEBISU BAR brand name. The company was formerly known as Sapporo Holdings Limited and changed its name to Sapporo Breweries Limited in July 2026. The company was founded in 1876 and is headquartered in Shibuya, Japan."
CRC,4747863552,United States,Energy,Oil & Gas E&P,"California Resources Corporation operates as an independent energy and carbon management company in the United States. The company operates in two segments, Oil and Natural Gas, and Carbon Management. It explores, develops, and produces crude oil, oil condensate, natural gas liquids and natural gas to california refineries, marketers, and other purchasers. The company also provides Carbon TerraVault which builds, installs, operates, and maintains CO2 capture equipment, transportation assets, and storage facilities. In addition, it owns and operates power generation facilities, as well as smaller gas-fired power plants used to generate power for oil and natural gas operations. The company was incorporated in 2014 and is based in Long Beach, California."
RELY,4743941120,United States,Technology,Software - Infrastructure,"Remitly Global, Inc., a cross-border payment company engages in the provision of digital financial services in the United States, Canada, and internationally. It offers cross-border remittances and complementary financial services through mobile application and website. Remitly Global, Inc. was incorporated in 2011 and is headquartered in Seattle, Washington."
PSN.L,4736265733,United Kingdom,Consumer Cyclical,Residential Construction,"Persimmon Plc, together with its subsidiaries, operates as a house builder in the United Kingdom. The company offers family housing under the Persimmon Homes brand name; housing under the Charles Church brand name; and social housing under the Westbury Partnerships brand name. It also provides broadband services under the FibreNest brand; and timber frame, insulated wall panels, and roof cassettes under the Space4 brand. In addition, the company offers concrete bricks under the Brickworks brand; and concrete roof tile under the Tileworks brand. Persimmon Plc was founded in 1972 and is headquartered in York, the United Kingdom."
MRP,4735686656,United States,Real Estate,REIT - Residential,"Millrose Properties, Inc. is the premier homesite option platform for residential homebuilders. The company specializes in the acquisition and horizontal development of land to provide a predictable, just-in-time supply of finished homesites  the scarcest and mission-critical resource in the homebuilding industry. Unlike traditional land bankers, Millrose utilizes a proprietary technology platform that provides real-time feedback and data analytics to drive acquisition decisions. Every transaction in the Millrose portfolio undergoes rigorous independent due diligence to ensure attractive yields and long-term viability. By enabling an asset-light model, Millrose provides its diverse roster of homebuilder partners with the strategic flexibility to maintain production volumes and optimize balance sheet efficiency across all market environments. Millrose Properties, Inc.is based in Miami, United States."
MMED,4726585344,United States,Healthcare,Medical Instruments & Supplies,"MiniMed Group, Inc. operates as a medical technology company that develops, manufactures, and markets medical equipment for the management of diabetes. The company offers technologies including insulin delivery devices, such as insulin pumps and pens, continuous glucose monitors, other consumables, supplies, and related software and services. It serves people with diabetes who require insulin therapy, which represents all people with T1D and a subset of those with T2D. The company's platform includes Automated Insulin Delivery (AID) systems for glucose sensing and automated insulin dosing and administration for glycemic control and Smart Multiple Daily Injection (MDI) systems for self-administering insulin by manual injections, which include InPen, Simplera Sync, or Guardian 4 sensor, and wraparound applications and services. It also offers CareLink, a software platform that provides support for person with diabetes, their caretakers, and HCPS. MiniMed Group, Inc. was founded in 1983 and is headquartered in Northridge, California. MiniMed Group, Inc. operates as a subsidiary of Medtronic plc."
FRMI,4721816576,United States,Real Estate,REIT - Specialty,"Fermi Inc. develops next-gen private electric grids that deliver highly redundant power at gigawatt scale to support next-gen intelligence and AI computing. Fermi Inc combines cutting-edge technology with a deep bench of proven world-class multi-disciplinary leaders with a combined 25 gigawatts of experience, to create the world's largest, up to 11 gigawatts next-gen private grid, helping ensure America's energy and AI dominance. The behind-the-meter Project Matador campus is expected to integrate the nation's biggest combined-cycle natural gas project, one of the largest clean, new nuclear power complexes in America, utility grid power, solar power, and battery energy storage, to support hyperscale AI and advanced computing. The company was founded and incorporated on January 10th, 2025 is headquartered in Amarillo, Texas, USA."
